"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[Federer]] to meet Hewitt in [[Masters]] Cup final  [[Houston]], TX (Sports Network) - World [[No]]. 1 Roger Federer of Switzerland and third-seeded Lleyton [[Hewitt]] each posted straight-set wins and advanced to Sunday #39;s final at the lucrative 2004 Tennis Masters Cup.","[[Federeⲅ]] to meet Hewitt in [[Padrone]] Cup final  [[Hous𝚝on]], TX (Sports Network) - World [[Neither]]. 1 Roger Federer of Switzerland and third-seeded Lleyton [[Hewi𝚝t]] each posted straight-set wins and advanced to Sunday #39;s final at the lucrative 2004 Tennis Masters Cup.",0.0006591677665710449,0.059870123863220215,1,1,1,104,"Failed"
"Adobe Gets High Marks for [[Photo]] Fixes  Among three digital photography repair programs, Adobe Elements is cited as providing the right amount of [[features]] and commands while [[maintaining]] user simplicity.","Adobe Gets High Marks for [[Phоto]] Fixes  Among three digital photography repair programs, Adobe Elements is cited as providing the right amount of [[featuⲅes]] and commands while [[maintɑining]] user simplicity.",0.0238494873046875,0.2658073306083679,3,3,3,69,"Failed"
"Eli [[Lilly]] to Cut [[575]] US Jobs  Eli Lilly and Co. (LLY.N: [[Quote]], Profile, Research) said Thursday it [[plans]] to cut [[575]] jobs, or a little more than 2 percent of its US workforce, in a move to streamline its operations.","Eli [[Leila]] to Cut [[Ƽ75]] US Jobs  Eli Lilly and Co. (LLY.N: [[Citing]], Profile, Research) said Thursday it [[schematics]] to cut [[55]] jobs, or a little more than 2 percent of its US workforce, in a move to streamline its operations.",0.013656854629516602,0.5702704191207886,2,3,2,70,"Successful"
"It's not sitting well with Mientkiewicz  Since his arrival in Boston at the trading deadline, Doug [[Mientkiewicz]] has bought into the Red Sox' [[team]] concept, accepting his [[role]] as a [[defensive]] replacement.","It's not sitting well with Mientkiewicz  Since his arrival in Boston at the trading deadline, Doug [[Mientkiewicᴢ]] has bought into the Red Sox' [[𝚝eam]] concept, accepting his [[rol]] as a [[defensivе]] replacement.",0.031127989292144775,0.5389833450317383,1,3,1,73,"Successful"
"Coleman Enjoys Fulhams Battling Display  [[Fulham]] manager Chris Coleman was delighted with his side #39;s second-half performance, which brought them a hard-earned point in a 1-1 [[draw]] against [[Manchester]] United at Craven [[Cottage]].","Coleman Enjoys Fulhams Battling Display  [[Fulhɑm]] manager Chris Coleman was delighted with his side #39;s second-half performance, which brought them a hard-earned point in a 1-1 [[draԝ]] against [[Manches𝚝er]] United at Craven [[Co𝚝tage]].",0.0015801191329956055,0.08996391296386719,1,1,1,77,"Failed"
"This week in open-source news  [[Adobe]] quietly begins testing the waters to [[increase]] its involvement in [[desktop]] Linux. Also: Open-source Web browsers Mozilla and Firefox [[post]] gains over Microsoft's Internet Explorer.","This week in open-source news  [[Aԁobe]] quietly begins testing the waters to [[incⲅease]] its involvement in [[desk𝚝op]] Linux. Also: Open-source Web browsers Mozilla and Firefox [[pos𝚝]] gains over Microsoft's Internet Explorer.",0.03468853235244751,0.2757519483566284,3,3,3,76,"Failed"
"[[ATI]] launches [[chipset]] for AMD [[desktops]]  [[ATI]] Technologies on Monday delivered the Radeon Xpress 200, a new chipset for desktops using Advanced Micro Devices #39; Athlon 64 and other eighth-generation processors.","[[AI]] launches [[chipse𝚝]] for AMD [[des𝒌tops]]  [[AI]] Technologies on Monday delivered the Radeon Xpress 200, a new chipset for desktops using Advanced Micro Devices #39; Athlon 64 and other eighth-generation processors.",0.0029889345169067383,0.1730632781982422,3,3,3,47,"Failed"
"Automakers sue California over emissions  FRESNO, Calif. -- Automobile manufacturers sued on Tuesday to block the world #39;s toughest vehicle emissions standards, adopted by California regulators in September to cut greenhouse gases.","Automakers sue California over emissions  FRESNO, Calif. -- Automobile manufacturers sued on Tuesday to block the world #39;s toughest vehicle emissions standards, adopted by California regulators in September to cut greenhouse gases.",0.9322465658187866,0.9322465658187866,3,3,2,1,"Skipped"
"[[Microsoft]] reworks antispam spec to silence critics  com [[October]] 25, 2004, 6:49 PM PT. This priority retains its ranking at number five as more and more [[companies]] [[deploy]] [[Web]] Services to share business logic, data and processes with each other and with clients.","[[Microѕoft]] reworks antispam spec to silence critics  com [[Oϲtober]] 25, 2004, 6:49 PM PT. This priority retains its ranking at number five as more and more [[companіes]] [[deplоy]] [[Online]] Services to share business logic, data and processes with each other and with clients.",0.06687676906585693,0.5180226564407349,3,3,3,96,"Failed"
"NASA  #39;scramjet #39; makes [[historic]] [[flight]] off California  LOS ANGELES NASA #39;s unmanned  quot;scramjet quot; proved it #39;s small but it #39;s fast -- in a record-breaking [[demonstration]] above the Pacific Ocean.","NASA  #39;scramjet #39; makes [[his𝚝oric]] [[airplane]] off California  LOS ANGELES NASA #39;s unmanned  quot;scramjet quot; proved it #39;s small but it #39;s fast -- in a record-breaking [[manifestation]] above the Pacific Ocean.",0.31721484661102295,0.5271121859550476,3,1,3,74,"Successful"
"Board with Mukesh: Reliance  Mumbai, Nov. 26: Mukesh Ambani apparently commands the full support of the [[board]] on all recent decisions, including the controversial one that elevated him to the final authority in the group.","Board with Mukesh: Reliance  Mumbai, Nov. 26: Mukesh Ambani apparently commands the full support of the [[bard]] on all recent decisions, including the controversial one that elevated him to the final authority in the group.",0.15416932106018066,0.6177978515625,2,1,2,35,"Successful"
"Liberty Alliance names [[first]] [[director]], new members  The Liberty Alliance Project signalled that it [[expects]] to have longevity when it comes to developing and promoting federated identity standards by naming its [[first]] executive director on Monday.","Liberty Alliance names [[fiⲅst]] [[superintendent]], new members  The Liberty Alliance Project signalled that it [[expeϲts]] to have longevity when it comes to developing and promoting federated identity standards by naming its [[premiere]] executive director on Monday.",0.10797762870788574,0.6844990253448486,3,1,3,78,"Successful"
"Fellowship of the [[Customized]]  Ring Tone  [[In]] a short time, in a public way -- while on Metro, or in line at Starbucks, or inside a movie theater -- [[ring]] tones signal who you are. Or who you want people to think you are.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington [[Post]]&lt;/B&gt;&lt;/FONT&gt;","Fellowship of the [[Cus𝚝omized]]  Ring Tone  [[At]] a short time, in a public way -- while on Metro, or in line at Starbucks, or inside a movie theater -- [[rinɡ]] tones signal who you are. Or who you want people to think you are.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington [[Position]]&lt;/B&gt;&lt;/FONT&gt;",0.21616095304489136,0.6506717205047607,3,1,3,117,"Successful"
"[[FireFox]] [[Roars]] from the Gates  [[Tuesday]], November 9, 2004 will likely go down in the history books as the day the browser wars officially started. Obviously things happened before today to get us to the point where there was a real, legitimate ","[[FiⲅeFox]] [[Raors]] from the Gates  [[Yesterday]], November 9, 2004 will likely go down in the history books as the day the browser wars officially started. Obviously things happened before today to get us to the point where there was a real, legitimate ",0.15658754110336304,0.5444939732551575,3,1,3,57,"Successful"
"Colombia reveals [[plot]] to assassinate Bush  Colombian rebels plotted to [[assassinate]] George Bush during his brief stopover in the port of Cartagena last week, according to the country #39;s defence minister.","Colombia reveals [[pot]] to assassinate Bush  Colombian rebels plotted to [[murder]] George Bush during his brief stopover in the port of Cartagena last week, according to the country #39;s defence minister.",0.13898557424545288,0.534644603729248,0,1,0,52,"Successful"
"[[Congress]] [[Asks]] SEC for Mutual Fund Study (Reuters)  [[Reuters]] - The U.S. Congress asked the\[[Securities]] and Exchange Commission on Saturday to send\lawmakers a report justifying a new rule forcing mutual fund\boards to have independent chairmen.","[[Coոgress]] [[Akss]] SEC for Mutual Fund Study (Reuters)  [[Newsday]] - The U.S. Congress asked the\[[Headlines]] and Exchange Commission on Saturday to send\lawmakers a report justifying a new rule forcing mutual fund\boards to have independent chairmen.",0.06115925312042236,0.5388843417167664,2,2,2,83,"Failed"
"[[Company]] launches Windows-only [[JFK]] [[Assassination]] [[game]] via online &lt;b&gt;...&lt;/b&gt;   quot;A spokesman for the president #39;s brother, Sen. Edward M. Kennedy, D-Mass., called the game  #39;despicable. #39; The Glasgow-based firm Traffic said  quot;JFK Reloaded quot; was an educational  quot;docu-game quot; that would help disprove conspiracy theories about Kennedy #39;s death.","[[Coｍpany]] launches Windows-only [[JK]] [[Asѕassination]] [[jeu]] via online &lt;b&gt;...&lt;/b&gt;   quot;A spokesman for the president #39;s brother, Sen. Edward M. Kennedy, D-Mass., called the game  #39;despicable. #39; The Glasgow-based firm Traffic said  quot;JFK Reloaded quot; was an educational  quot;docu-game quot; that would help disprove conspiracy theories about Kennedy #39;s death.",0.231390118598938,0.6599254608154297,3,0,3,101,"Successful"
"Update 8: Crude Oil Futures Sink to \$46 Per Barrel  December delivery crude on the New York Mercantile Exchange dropped 76 cents to \$46.11 per barrel. The benchmark light, sweet crude remained about \$8 a barrel cheaper than its closing record of \$55.17 recorded Oct. 22 and Oct. 26.","Update 8: Crude Oil Futures Sink to \$46 Per Barrel  December delivery crude on the New York Mercantile Exchange dropped 76 cents to \$46.11 per barrel. The benchmark light, sweet crude remained about \$8 a barrel cheaper than its closing record of \$55.17 recorded Oct. 22 and Oct. 26.",0.9241834878921509,0.9241834878921509,3,3,2,1,"Skipped"
"[[Stocks]] Up After Sears Deal, HP Earnings   NEW YORK (Reuters) - U.S. stocks ended higher on Wednesday  after Kmart's plan to buy Sears in an \$11.5 billion deal was  announced and computer maker Hewlett-Packard Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HPQ.N target=/stocks/quickinfo/fullquote""&gt;HPQ.N&lt;/A&gt; posted  solid earnings.","[[Inventory]] Up After Sears Deal, HP Earnings   NEW YORK (Reuters) - U.S. stocks ended higher on Wednesday  after Kmart's plan to buy Sears in an \$11.5 billion deal was  announced and computer maker Hewlett-Packard Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HPQ.N target=/stocks/quickinfo/fullquote""&gt;HPQ.N&lt;/A&gt; posted  solid earnings.",0.47427958250045776,0.7253758907318115,2,3,2,68,"Successful"
"[[Plane]] [[crash]] [[kills]] 10 close to racing  MARTINSVILLE, Va. -- [[A]] Hendrick Motorsports plane crashed yesterday on its [[way]] to a NASCAR race, killing all 10 people aboard, including the son, brother and two nieces of the owner of one of auto racing's most successful organizations.","[[Aeroplanes]] [[crah]] [[kiⅼls]] 10 close to racing  MARTINSVILLE, Va. -- [[une]] Hendrick Motorsports plane crashed yesterday on its [[path]] to a NASCAR race, killing all 10 people aboard, including the son, brother and two nieces of the owner of one of auto racing's most successful organizations.",0.15246295928955078,0.4979037642478943,1,1,1,92,"Failed"
"[[Tesco]] To Sell Downloadable Tunes  Tesco aint daft, theyve done the insurance blag and now they getting stuck into the music downloading service. They will be the first supermarket to enter a market that is worth over 25million and is currently dominated by the Apple run iTunes.","[[Asda]] To Sell Downloadable Tunes  Tesco aint daft, theyve done the insurance blag and now they getting stuck into the music downloading service. They will be the first supermarket to enter a market that is worth over 25million and is currently dominated by the Apple run iTunes.",0.09327208995819092,0.692721962928772,3,2,3,41,"Successful"
"Holyfield #39;s effort to unify heavyweight title [[running]] out of time  Evander Holyfield just doesn #39;t get it. He #39;s beyond old for a fighter and seemingly hasn #39;t been able to [[punch]] his [[way]] out of a paper [[bag]] in [[years]].","Holyfield #39;s effort to unify heavyweight title [[runninɡ]] out of time  Evander Holyfield just doesn #39;t get it. He #39;s beyond old for a fighter and seemingly hasn #39;t been able to [[keying]] his [[camino]] out of a paper [[rucksack]] in [[уears]].",0.019029438495635986,0.38141047954559326,1,1,1,82,"Failed"
"mmO2: i-mode launch [[looks]] [[certain]]  mmO2 and NTT DoCoMo are reportedly planning to launch a UK i-mode mobile service. November 26, 2004 4:35 PM GMT (Datamonitor) - The much-touted tie-up between NTT DoCoMo and mmO2 to bring i-mode mobile content to the UK [[looks]] to be a [[done]] [[deal]].","mmO2: i-mode launch [[appears]] [[ceⲅtain]]  mmO2 and NTT DoCoMo are reportedly planning to launch a UK i-mode mobile service. November 26, 2004 4:35 PM GMT (Datamonitor) - The much-touted tie-up between NTT DoCoMo and mmO2 to bring i-mode mobile content to the UK [[seems]] to be a [[dnoe]] [[dеal]].",0.018917202949523926,0.5612587928771973,3,3,3,99,"Failed"
"Panel: U.S. Must Diversify Oil Supplies   WASHINGTON (Reuters) - The United States must  diversify  its global oil supplies, expand a world network of strategic  petroleum reserves and raise fuel efficiency standards to  ensure its energy security, a panel of experts will recommend  on Wednesday.","Panel: U.S. Must Diversify Oil Supplies   WASHINGTON (Reuters) - The United States must  diversify  its global oil supplies, expand a world network of strategic  petroleum reserves and raise fuel efficiency standards to  ensure its energy security, a panel of experts will recommend  on Wednesday.",0.940798819065094,0.940798819065094,3,3,2,1,"Skipped"
"Fresh violence mars [[Afghan]] [[vote]] count  A deadly [[explosion]] has [[hit]] a car carrying an election worker in southeastern Afghanistan. In all, five people were killed, including the worker identified as a local physician who helped organize the vote.","Fresh violence mars [[Afɡhan]] [[ѵote]] count  A deadly [[expⅼosion]] has [[հit]] a car carrying an election worker in southeastern Afghanistan. In all, five people were killed, including the worker identified as a local physician who helped organize the vote.",0.01691538095474243,0.09388047456741333,0,0,0,77,"Failed"
"England held up in Zimbabwe  Zimbabwe held up [[England]] #[[39]];s charge as they battled to avert a series whitewash in the fourth one-day international in Bulawayo [[today]].","England held up in Zimbabwe  Zimbabwe held up [[Anglia]] #[[3৭]];s charge as they battled to avert a series whitewash in the fourth one-day international in Bulawayo [[𝚝oday]].",0.0050550103187561035,0.2168412208557129,1,1,1,46,"Failed"
"Rocky Legends; Tony Hawk's Underground 2; Nisus Writer Express 2.0; Surfsaver 6  This is the second Rocky video game in two years -- even though it's been 14 years since the last ""Rocky"" flick.","Rocky Legends; Tony Hawk's Underground 2; Nisus Writer Express 2.0; Surfsaver 6  This is the second Rocky video game in two years -- even though it's been 14 years since the last ""Rocky"" flick.",0.8923099040985107,0.8923099040985107,1,1,3,1,"Skipped"
"[[Microsoft]] Issues IE Patch  (Article Central) Microsoft released its October batch of security advisories this week, with a number of  quot;critical quot; patches, including a significant fix for the [[Internet]] [[Explorer]] [[browser]].","[[Windows]] Issues IE Patch  (Article Central) Microsoft released its October batch of security advisories this week, with a number of  quot;critical quot; patches, including a significant fix for the [[Cyber]] [[Exploreⲅ]] [[broԝser]].",0.00960475206375122,0.14383620023727417,3,3,3,83,"Failed"
"Trade Gap [[Swells]] [[More]] [[Than]] Expected  The US trade deficit widened nearly 9 percent in October to a record \$55.5 billion as sky-high oil prices helped propel imports into uncharted territory, the [[government]] said on Tuesday.","Trade Gap [[Swelⅼs]] [[Moⲅe]] [[Afterwards]] Expected  The US trade deficit widened nearly 9 percent in October to a record \$55.5 billion as sky-high oil prices helped propel imports into uncharted territory, the [[administrations]] said on Tuesday.",0.01939225196838379,0.2797499895095825,2,2,2,79,"Failed"
"[[ASEAN]] to push Australia, New Zealand to sign non-aggression [[pact]] (AFP)  AFP - Southeast Asian foreign ministers said they [[would]] encourage Australia and New Zealand to accede to a non-aggression pact with their 10-nation ASEAN group that South [[Korea]] signed.","[[ASEN]] to push Australia, New Zealand to sign non-aggression [[pɑct]] (AFP)  AFP - Southeast Asian foreign ministers said they [[wouⅼd]] encourage Australia and New Zealand to accede to a non-aggression pact with their 10-nation ASEAN group that South [[Han]] signed.",0.1180608868598938,0.501305341720581,0,0,0,66,"Failed"
"[[NASA]] [[Cancels]] Hypersonic Flight  NASA scrubbed its mission Monday to launch a pilotless plane that is capable of flying at 10 times the speed of sound. The launch of the [[X-43A]] was canceled due to technical problems.","[[NAA]] [[Cancel]] Hypersonic Flight  NASA scrubbed its mission Monday to launch a pilotless plane that is capable of flying at 10 times the speed of sound. The launch of the [[X-Ꮞ3A]] was canceled due to technical problems.",0.1794438362121582,0.5544718503952026,3,1,3,50,"Successful"
"Game Daze:  #39;Grand Theft Auto: San Andreas, #39;  #39;Midway Arcade &lt;b&gt;...&lt;/b&gt;  It #39;s violent. It #39;s profane and politically incorrect. It #39;s packed wall to wall with tough thugs doing terrible things.","Game Daze:  #39;Grand Theft Auto: San Andreas, #39;  #39;Midway Arcade &lt;b&gt;...&lt;/b&gt;  It #39;s violent. It #39;s profane and politically incorrect. It #39;s packed wall to wall with tough thugs doing terrible things.",0.9987145066261292,0.9987145066261292,1,1,3,1,"Skipped"
"Ironman winner confirms she used drug  Nina Kraft, winner of last month #39;s Ironman Triathlon World Championship in Hawai #39;i, [[acknowledged]] yesterday that she had used the [[banned]] endurance-boosting [[drug]] [[EPO]].","Ironman winner confirms she used drug  Nina Kraft, winner of last month #39;s Ironman Triathlon World Championship in Hawai #39;i, [[ac𝒌nowledged]] yesterday that she had used the [[banneԁ]] endurance-boosting [[dⲅug]] [[EO]].",0.004317641258239746,0.16636443138122559,1,1,1,83,"Failed"
"Tigers #39; challenge: Win out or lose out  Satchel Paige [[said]] don #39;t look back because something [[might]] be [[gaining]] on you. Satch was a baseball pitcher, not a [[football]] coach.","Tigers #39; challenge: Win out or lose out  Satchel Paige [[siad]] don #39;t look back because something [[possibly]] be [[gainng]] on you. Satch was a baseball pitcher, not a [[fоotball]] coach.",0.04201066493988037,0.1388787031173706,1,1,1,73,"Failed"
"AUBURN 21, ALABAMA 13 Auburn #39;s Strong Second Half Keeps It in &lt;b&gt;...&lt;/b&gt;  For one half Saturday, the controversy over the Bowl Championship Series looked like it might disappear in the [[dampness]] of Bryant-Denny [[Stadium]] as undefeated [[Auburn]] found itself in a [[fight]] with [[archrival]] [[Alabama]].","AUBURN 21, ALABAMA 13 Auburn #39;s Strong Second Half Keeps It in &lt;b&gt;...&lt;/b&gt;  For one half Saturday, the controversy over the Bowl Championship Series looked like it might disappear in the [[humid]] of Bryant-Denny [[Gymnasium]] as undefeated [[Luminous]] found itself in a [[fgiht]] with [[arcհrival]] [[Alaska]].",0.012514293193817139,0.20101279020309448,1,1,1,118,"Failed"
"UPDATE 1-Ronaldinho strikes to give [[Barca]] win over Milan  A brilliant late strike from Ronaldinho [[gave]] dominant [[Barcelona]] a 2-1 win over AC Milan in an epic Champions League contest at the Nou Camp on [[Tuesday]].","UPDATE 1-Ronaldinho strikes to give [[Skiff]] win over Milan  A brilliant late strike from Ronaldinho [[given]] dominant [[Madrid]] a 2-1 win over AC Milan in an epic Champions League contest at the Nou Camp on [[Yesterday]].",0.00033283233642578125,0.005650460720062256,1,1,1,78,"Failed"
"Top [[Cyber]] News 12/9  It #39;s a clash between the film industry and a consumer electronics company over a home theater jukebox. The legal battle is over something called the Kaleidescape System.","Top [[Internet]] News 12/9  It #39;s a clash between the film industry and a consumer electronics company over a home theater jukebox. The legal battle is over something called the Kaleidescape System.",0.30626583099365234,0.5847128629684448,3,2,3,35,"Successful"
"Kidnappers may [[extend]] deadline  Militants holding three UN workers hostage in Afghanistan have [[offered]] to consider extending a three-day deadline for their beheading.","Kidnappers may [[ex𝚝end]] deadline  Militants holding three UN workers hostage in Afghanistan have [[offeⲅed]] to consider extending a three-day deadline for their beheading.",0.03325706720352173,0.5566720962524414,0,1,0,45,"Successful"
"A Sneak Peek at Trillian 3.0 Instant Messaging  The popular [[IM]] consolidation service [[adds]] audio and video chat.","A Sneak Peek at Trillian 3.0 Instant Messaging  The popular [[HAYASHI]] consolidation service [[ɑdds]] audio and video chat.",0.0039504170417785645,0.08802485466003418,3,3,3,33,"Failed"
"Court bars MCI from making payments  A federal court Wednesday barred No. 2 US long-distance carrier MCI Inc. from making further [[payments]] to cover more than \$25 million in [[unauthorized]] expenses [[related]] to [[bankruptcy]] of predecessor WorldCom.","Court bars MCI from making payments  A federal court Wednesday barred No. 2 US long-distance carrier MCI Inc. from making further [[remittance]] to cover more than \$25 million in [[unlawful]] expenses [[relɑted]] to [[flop]] of predecessor WorldCom.",0.014994323253631592,0.23151785135269165,2,2,2,95,"Failed"
"Internet pioneer closes Manitoba pharmacy; blames dollar, uncertain climate (Canadian Press)  Canadian Press - WINNIPEG (CP) - Just one year ago, Mark Rzepka was opening a  #36;1-million Internet pharmacy in the small Manitoba town of Niverville believing he would be able to quadruple his staff within 12 months.","Internet pioneer closes Manitoba pharmacy; blames dollar, uncertain climate (Canadian Press)  Canadian Press - WINNIPEG (CP) - Just one year ago, Mark Rzepka was opening a  #36;1-million Internet pharmacy in the small Manitoba town of Niverville believing he would be able to quadruple his staff within 12 months.",0.939224123954773,0.939224123954773,3,3,0,1,"Skipped"
"Poll: I was right to let Henry score  Referee [[Graham]] Poll has [[insisted]] that he acted within the laws of the game when he allowed Thierry [[Henry]] to take a quick free-kick [[yesterday]].","Poll: I was right to let Henry score  Referee [[Burgess]] Poll has [[insis𝚝ed]] that he acted within the laws of the game when he allowed Thierry [[Heոry]] to take a quick free-kick [[уesterday]].",0.010795116424560547,0.03233027458190918,1,1,1,77,"Failed"
"Costecu [[Makes]] It Two  Denisa [[Costescu]] [[follows]] up her victory in Indianapolis on Saturday with another win at the Veteran's Day 10K Sunday in Washington.","Costecu [[Ma𝒌es]] It Two  Denisa [[Costescս]] [[persisted]] up her victory in Indianapolis on Saturday with another win at the Veteran's Day 10K Sunday in Washington.",0.001873314380645752,0.06661832332611084,1,1,1,52,"Failed"
"[[NCAA]] Notifies Baylor  Baylor received its notice of allegations Thursday from the NCAA about infractions in its [[men's]] basketball program discovered after the death of player Patrick [[Dennehy]].","[[HUSKIES]] Notifies Baylor  Baylor received its notice of allegations Thursday from the NCAA about infractions in its [[mens]] basketball program discovered after the death of player Patrick [[Denneհy]].",0.01990187168121338,0.16979658603668213,1,1,1,41,"Failed"
"Sluman, Byrd split lead; many bubbles burst  Jeff Sluman and Jonathan Byrd were tied for the lead at the Chrysler Championship, both [[knowing]] the tournament really doesn #[[39]];t [[start]] until the [[weekend]].","Sluman, Byrd split lead; many bubbles burst  Jeff Sluman and Jonathan Byrd were tied for the lead at the Chrysler Championship, both [[konwing]] the tournament really doesn #[[Ʒ9]];t [[satrt]] until the [[weekly]].",0.003064751625061035,0.14069098234176636,1,1,1,65,"Failed"
"UK minister visits Arafat grave  [[UK]] Foreign Secretary Jack Straw lays a [[wreath]] at the grave of [[former]] Palestinian Leader Yasser Arafat.","UK minister visits Arafat grave  [[BRITANNICA]] Foreign Secretary Jack Straw lays a [[cigar]] at the grave of [[forｍer]] Palestinian Leader Yasser Arafat.",0.029222607612609863,0.6576233506202698,0,1,0,50,"Successful"
"Nortel financial filings could be [[delayed]] into 2005  Less than a week after it launched a media blitz to boost its [[image]], Nortel Networks Ltd. postponed yet again the release of its financial [[statements]], underlining the company #39;s challenges to steer out of the ","Nortel financial filings could be [[delays]] into 2005  Less than a week after it launched a media blitz to boost its [[picture]], Nortel Networks Ltd. postponed yet again the release of its financial [[speeches]], underlining the company #39;s challenges to steer out of the ",0.2581871747970581,0.5574755668640137,2,3,2,70,"Successful"
"[[Tensions]] surge in Haiti  PORT-AU-PRINCE, Haiti - Heavy gunfire erupted [[yesterday]] when police [[streamed]] into a slum stronghold of ousted President Jean-Bertrand Aristide.","[[Voltage]] surge in Haiti  PORT-AU-PRINCE, Haiti - Heavy gunfire erupted [[yesteⲅday]] when police [[streaming]] into a slum stronghold of ousted President Jean-Bertrand Aristide.",0.08505076169967651,0.5277613401412964,0,1,0,63,"Successful"
"[[HONDA]] [[LINKED]] WITH [[BAR]] [[TAKEOVER]]  BAR #39;s engine partner Honda is believed to be interested in purchasing the Brackley team and a deal could be done within the next 12 months.","[[HODNA]] [[CONNECTED]] WITH [[BR]] [[TAKOEVER]]  BAR #39;s engine partner Honda is believed to be interested in purchasing the Brackley team and a deal could be done within the next 12 months.",0.17204487323760986,0.5390545129776001,1,1,1,50,"Failed"
"FDA Warns Cyberonics on Manufacturing   CHICAGO (Reuters) - U.S. regulators warned Cyberonics Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CYBX.O target=/stocks/quickinfo/fullquote""&gt;CYBX.O&lt;/A&gt; of manufacturing deficiencies at the Houston plant  that makes its sole product, an implantable device to treat  epilepsy, the company said on Monday.","FDA Warns Cyberonics on Manufacturing   CHICAGO (Reuters) - U.S. regulators warned Cyberonics Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CYBX.O target=/stocks/quickinfo/fullquote""&gt;CYBX.O&lt;/A&gt; of manufacturing deficiencies at the Houston plant  that makes its sole product, an implantable device to treat  epilepsy, the company said on Monday.",0.8109252452850342,0.8109252452850342,3,3,2,1,"Skipped"
"Danish group #39;s [[gift]] criticized  A Danish group has [[caused]] controversy in [[Colombia]] by publicly donating money to the country #39;s largest Marxist guerrilla organization.","Danish group #39;s [[gfit]] criticized  A Danish group has [[ϲaused]] controversy in [[Coolmbia]] by publicly donating money to the country #39;s largest Marxist guerrilla organization.",0.22385627031326294,0.7841240167617798,0,1,0,59,"Successful"
"Wilson well placed in Mexico [[City]]  [[Britain]] #[[39]];s Justin Wilson was fourth in first qualifying for the final Champ Car race of the season in Mexico City. [[Wilson]] is looking to end his season on a high [[note]] after missing out on the rookie #39;s [[title]] to AJ Allmendinger.","Wilson well placed in Mexico [[Ci𝚝y]]  [[Briatin]] #[[Ʒ9]];s Justin Wilson was fourth in first qualifying for the final Champ Car race of the season in Mexico City. [[Wright]] is looking to end his season on a high [[nte]] after missing out on the rookie #39;s [[designation]] to AJ Allmendinger.",0.014919817447662354,0.4712986946105957,1,1,1,93,"Failed"
"Dollar Dives to Record Low Vs. Euro   LONDON (Reuters) - The dollar crashed through key barriers  to a record low on the euro and a 7-month low on the yen on  Wednesday, as concern mounted a forthcoming G20 finance  ministers' meeting would do little to halt its slide.","Dollar Dives to Record Low Vs. Euro   LONDON (Reuters) - The dollar crashed through key barriers  to a record low on the euro and a 7-month low on the yen on  Wednesday, as concern mounted a forthcoming G20 finance  ministers' meeting would do little to halt its slide.",0.8696275353431702,0.8696275353431702,3,3,2,1,"Skipped"
"Yen Rises Vs Dollar Despite Japan Data   TOKYO (Reuters) - The yen advanced against the dollar on  Friday, shrugging off weak third-quarter growth figures for  Japan as market worries persisted about the huge U.S. deficits.","Yen Rises Vs Dollar Despite Japan Data   TOKYO (Reuters) - The yen advanced against the dollar on  Friday, shrugging off weak third-quarter growth figures for  Japan as market worries persisted about the huge U.S. deficits.",0.9143606424331665,0.9143606424331665,3,3,2,1,"Skipped"
"China Closes 1,600 Internet Cafes in Crackdown  China shut 1,600 Internet cafes between February and August and imposed \$12.1 million worth of fines for allowing children to play violent or adult-only games and other violations, state media said.","China Closes 1,600 Internet Cafes in Crackdown  China shut 1,600 Internet cafes between February and August and imposed \$12.1 million worth of fines for allowing children to play violent or adult-only games and other violations, state media said.",0.7809428572654724,0.7809428572654724,1,1,3,1,"Skipped"
"[[Wizards']] Kwame Brown [[Suspended]] One Game (AP)  [[AP]] - The Washington Wizards suspended Kwame Brown for one game Thursday for his actions during the previous night's game against Denver.","[[Wiards']] Kwame Brown [[Interrupted]] One Game (AP)  [[HECTARES]] - The Washington Wizards suspended Kwame Brown for one game Thursday for his actions during the previous night's game against Denver.",0.0010585188865661621,0.018809795379638672,1,1,1,52,"Failed"
"Iran Suspends [[Key]] [[Nuclear]] Work to Avoid Sanctions  Iran on Monday froze sensitive nuclear work including uranium enrichment in a move likely to [[thwart]] [[US]] efforts to report the Islamic state to the UN Security Council for possible sanctions.","Iran Suspends [[Kеy]] [[Nucⅼear]] Work to Avoid Sanctions  Iran on Monday froze sensitive nuclear work including uranium enrichment in a move likely to [[𝚝hwart]] [[NOUS]] efforts to report the Islamic state to the UN Security Council for possible sanctions.",0.009915709495544434,0.321896493434906,0,0,0,69,"Failed"
